"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","ENERGY_SOURCE.ID","ENERGY_SOURCE","FREQUENCY.ID","FREQUENCY","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:RE(2.0.1)","DZA.EIC_MW.FOSSILFUELS.A","OBS_VALUE","DZA","Algeria","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","19995.9","21583.9","23923.5","24763.5","25219.5","26019.5","27219.5"
"IMF.STA:RE(2.0.1)","U019.EIC_MW.SOLARENERGY.A","OBS_VALUE","U019","Americas","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","53538.997","66078.397","82959.151","104221.53","134379.79","167799.418","210158.364"
"IMF.STA:RE(2.0.1)","U002.EIC_MW.FOSSILFUELS.A","OBS_VALUE","U002","Africa","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","157160.2998","172522.2278","177439.3588","181831.1628","185015.8528","186809.4348","188733.24"
"IMF.STA:RE(2.0.1)","AGO.EIC_MW.HYDROPOWER.A","OBS_VALUE","AGO","Angola","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","2393.279","3061.279","3395.279","3729.279","3729.279","3729.279","3729.279"
"IMF.STA:RE(2.0.1)","G110.EG_GWH.BIOENERGY.A","OBS_VALUE","G110","Advanced Economies","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","281658.673","286653.446","292379.608","294178.354","306827.472","297837.826","0"
"IMF.STA:RE(2.0.1)","ARG.EG_GWH.WINDENERGY.A","OBS_VALUE","ARG","Argentina","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","611.677","1412.997","4996.866","9412.333","12939.879","14168",""
"IMF.STA:RE(2.0.1)","AFG.EIC_MW.WINDENERGY.A","OBS_VALUE","AFG","Afghanistan, Islamic Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"IMF.STA:RE(2.0.1)","ARG.EIC_MW.BIOENERGY.A","OBS_VALUE","ARG","Argentina","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","227.303","242.503","265.463","332.963","364.063","367.683","381.221"
"IMF.STA:RE(2.0.1)","ATG.EIC_MW.SOLARENERGY.A","OBS_VALUE","ATG","Antigua and Barbuda","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","4.314","8.714","8.714","12.864","14.864","14.864","15.584"
"IMF.STA:RE(2.0.1)","U019.EG_GWH.SOLARENERGY.A","OBS_VALUE","U019","Americas","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","83297.361","103270.123","127825.362","159240.383","207431.758","271125.444","0"
"IMF.STA:RE(2.0.1)","AGO.EIC_MW.FOSSILFUELS.A","OBS_VALUE","AGO","Angola","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","2337.056","2337.056","2357.056","2357.056","2357.056","2357.056","2357.056"
"IMF.STA:RE(2.0.1)","U019.EG_GWH.WINDENERGY.A","OBS_VALUE","U019","Americas","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","355313.944","387969.049","426663.214","482465.404","545886.654","614576.339","0"
"IMF.STA:RE(2.0.1)","DZA.EG_GWH.WINDENERGY.A","OBS_VALUE","DZA","Algeria","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","19.4","10","10","8","11","16",""
"IMF.STA:RE(2.0.1)","ABW.EIC_MW.WINDENERGY.A","OBS_VALUE","ABW","Aruba, Kingdom of the Netherlands","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","30","30","30","30","30","30","30"
"IMF.STA:RE(2.0.1)","ARG.EG_GWH.FOSSILFUELS.A","OBS_VALUE","ARG","Argentina","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","105335.844","104450.541","95711.45","95657.769","104640","94625",""
"IMF.STA:RE(2.0.1)","ALB.EG_GWH.SOLARENERGY.A","OBS_VALUE","ALB","Albania","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","1.2","1.334","22.196","32.265","40.77","160.892",""
"IMF.STA:RE(2.0.1)","U142.EIC_MW.SOLARENERGY.A","OBS_VALUE","U142","Asia","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","217376.798","284579.035","343518.694","427186.657","507511.273","625541.724","870793.851"
"IMF.STA:RE(2.0.1)","AGO.EIC_MW.BIOENERGY.A","OBS_VALUE","AGO","Angola","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","51","51","51","51","51","51","51"
"IMF.STA:RE(2.0.1)","ARM.EIC_MW.SOLARENERGY.A","OBS_VALUE","ARM","Armenia, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","2.4","17.32","21.1","50.5","146.1","235.195","401.7"
"IMF.STA:RE(2.0.1)","ASM.EIC_MW.FOSSILFUELS.A","OBS_VALUE","ASM","American Samoa","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","39.71","39.71","39.71","39.71","39.71","46.71","46.71"
"IMF.STA:RE(2.0.1)","AFG.EG_GWH.SOLARENERGY.A","OBS_VALUE","AFG","Afghanistan, Islamic Republic of","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","39.347","38.949","55.848","65.991","78.786","93.876",""
"IMF.STA:RE(2.0.1)","AUS.EG_GWH.FOSSILFUELS.A","OBS_VALUE","AUS","Australia","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","217564","216366","212002","205247","194756","187535",""
"IMF.STA:RE(2.0.1)","DZA.EG_GWH.HYDROPOWER.A","OBS_VALUE","DZA","Algeria","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","56","117","152","49.6","9","16",""
"IMF.STA:RE(2.0.1)","BFA.EIC_MW.HYDROPOWER.A","OBS_VALUE","BFA","Burkina Faso","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","34.6","34.6","34.6","34.6","34.6","34.6","36.6"
"IMF.STA:RE(2.0.1)","CMR.EG_GWH.HYDROPOWER.A","OBS_VALUE","CMR","Cameroon","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","4752.579","5033.419","5026.476","5232.836","5232.836","5232.836",""
"IMF.STA:RE(2.0.1)","TCD.EIC_MW.FOSSILFUELS.A","OBS_VALUE","TCD","Chad","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","282","282","282","282","282","282","282"
"IMF.STA:RE(2.0.1)","VGB.EIC_MW.SOLARENERGY.A","OBS_VALUE","VGB","British Virgin Islands","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","0.926","0.935","0.99","1.235","1.486","1.516","2.526"
"IMF.STA:RE(2.0.1)","BRA.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BRA","Brazil","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","27321.025","25498.024","26847.476","28683.015","30078.687","30420.394","30205.946"
"IMF.STA:RE(2.0.1)","AUT.EIC_MW.WINDENERGY.A","OBS_VALUE","AUT","Austria","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","2886.698","3132.713","3224.117","3225.979","3407.811","3579.236","3977.236"
"IMF.STA:RE(2.0.1)","BGD.EG_GWH.SOLARENERGY.A","OBS_VALUE","BGD","Bangladesh","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","291.528","314.983","374.03","458.908","612.685","864.42",""
"IMF.STA:RE(2.0.1)","BIH.EIC_MW.WINDENERGY.A","OBS_VALUE","BIH","Bosnia and Herzegovina","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","0.3","51","87","87","135","135","135"
"IMF.STA:RE(2.0.1)","AUT.EG_GWH.WINDENERGY.A","OBS_VALUE","AUT","Austria","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","6571.511","6030.429","7450.076","6791.53","6740.042","7245.134",""
"IMF.STA:RE(2.0.1)","AUT.EIC_MW.BIOENERGY.A","OBS_VALUE","AUT","Austria","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","1289.774","1270.593","1249.309","1251.259","1171.094","1195.101","1195.101"
"IMF.STA:RE(2.0.1)","BGD.EIC_MW.SOLARENERGY.A","OBS_VALUE","BGD","Bangladesh","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","216.654","240.36","279.614","343.266","505.717","522.856","748.145"
"IMF.STA:RE(2.0.1)","BRB.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BRB","Barbados","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","264.54","264.54","264.54","264.54","264.54","297.54","297.54"
"IMF.STA:RE(2.0.1)","BLZ.EG_GWH.HYDROPOWER.A","OBS_VALUE","BLZ","Belize","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","282.463","249.959","74.863","242.396","157.589","239.029",""
"IMF.STA:RE(2.0.1)","BLZ.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BLZ","Belize","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","97.17","97.17","97.17","97.17","97.17","97.17","97.17"
"IMF.STA:RE(2.0.1)","BEL.EIC_MW.HYDROPOWER.A","OBS_VALUE","BEL","Belgium","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","107","107.8","104.1","105.8","110.7","123.3","123.3"
"IMF.STA:RE(2.0.1)","BHR.EG_GWH.WINDENERGY.A","OBS_VALUE","BHR","Bahrain, Kingdom of","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","1.2","1.2","1.2","1.2","1.2","1.2",""
"IMF.STA:RE(2.0.1)","BOL.EG_GWH.WINDENERGY.A","OBS_VALUE","BOL","Bolivia","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","60.383","58.84","70.219","64.209","119.623","440.542",""
"IMF.STA:RE(2.0.1)","BES.EG_GWH.FOSSILFUELS.A","OBS_VALUE","BES","Bonaire, Saint Eustatius and Saba","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","101.3","91.4","103.7","112.1","118.5","125.5",""
"IMF.STA:RE(2.0.1)","BHR.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BHR","Bahrain, Kingdom of","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","6971","6971","8763","8763","9768","9885","9885"
"IMF.STA:RE(2.0.1)","BIH.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BIH","Bosnia and Herzegovina","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","2223.23","2223.99","2224.1","2223.12","2224.74","2224.74","2224.74"
"IMF.STA:RE(2.0.1)","BLR.EG_GWH.HYDROPOWER.A","OBS_VALUE","BLR","Belarus, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","405","324","350.525","399","370","371.9",""
"IMF.STA:RE(2.0.1)","BOL.EG_GWH.FOSSILFUELS.A","OBS_VALUE","BOL","Bolivia","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","7229.869","6982.053","6508.037","6453.823","6717.665","7244.365",""
"IMF.STA:RE(2.0.1)","AZE.EG_GWH.FOSSILFUELS.A","OBS_VALUE","AZE","Azerbaijan, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","22344.9","23177","24162.6","24425.9","26270.7","27094.601",""
"IMF.STA:RE(2.0.1)","BIH.EG_GWH.BIOENERGY.A","OBS_VALUE","BIH","Bosnia and Herzegovina","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","6","8","8","13","42","31",""
"IMF.STA:RE(2.0.1)","BGD.EG_GWH.WINDENERGY.A","OBS_VALUE","BGD","Bangladesh","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","5.081","5.081","5.081","5.081","5.081","5.081",""
"IMF.STA:RE(2.0.1)","BHR.EIC_MW.WINDENERGY.A","OBS_VALUE","BHR","Bahrain, Kingdom of","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","0.675","0.675","0.675","0.675","0.675","2.675","2.675"
"IMF.STA:RE(2.0.1)","BEL.EG_GWH.WINDENERGY.A","OBS_VALUE","BEL","Belgium","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","6520.7","7574.1","9755.4","12818.6","11997.6","12352.6",""
"IMF.STA:RE(2.0.1)","AZE.EIC_MW.SOLARENERGY.A","OBS_VALUE","AZE","Azerbaijan, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","28.4","34.9","33.1","35.1","47.9","51.2","281.8"
"IMF.STA:RE(2.0.1)","BLR.EG_GWH.BIOENERGY.A","OBS_VALUE","BLR","Belarus, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","163","174","303.656","578","580.8","518.8",""
"IMF.STA:RE(2.0.1)","BRA.EIC_MW.HYDROPOWER.A","OBS_VALUE","BRA","Brazil","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","100339.279","104496.279","109161.835","109345.069","109458.438","109801.703","109903.366"
"IMF.STA:RE(2.0.1)","BLZ.EIC_MW.BIOENERGY.A","OBS_VALUE","BLZ","Belize","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","35.5","35.5","35.5","35.5","35.5","35.5","35.5"
"IMF.STA:RE(2.0.1)","BHS.EG_GWH.WINDENERGY.A","OBS_VALUE","BHS","Bahamas, The","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","0.788","0.788","0.788","0.788","0.788","0.788",""
"IMF.STA:RE(2.0.1)","BWA.EG_GWH.SOLARENERGY.A","OBS_VALUE","BWA","Botswana","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","5.47","5.992","5.941","5.94","6.183","6.163",""
"IMF.STA:RE(2.0.1)","AUT.EG_GWH.BIOENERGY.A","OBS_VALUE","AUT","Austria","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","4920.843","4929.796","4655.299","4591.009","4479.658","4690.301",""
"IMF.STA:RE(2.0.1)","BLZ.EG_GWH.BIOENERGY.A","OBS_VALUE","BLZ","Belize","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","119.921","136.523","163.145","270.239","133.1","173.592",""
"IMF.STA:RE(2.0.1)","BOL.EG_GWH.HYDROPOWER.A","OBS_VALUE","BOL","Bolivia","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","2233.534","2612.399","3250.667","2942.195","3236.829","2851.788",""
"IMF.STA:RE(2.0.1)","BOL.EG_GWH.SOLARENERGY.A","OBS_VALUE","BOL","Bolivia","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","6.891","127.427","187.516","249.991","350.531","351.544",""
"IMF.STA:RE(2.0.1)","BOL.EIC_MW.SOLARENERGY.A","OBS_VALUE","BOL","Bolivia","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","4.86","4.86","5.25","120.55","170.24","170.631","171.935"
"IMF.STA:RE(2.0.1)","BIH.EG_GWH.WINDENERGY.A","OBS_VALUE","BIH","Bosnia and Herzegovina","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","0.8","103","254","262","382","391",""
"IMF.STA:RE(2.0.1)","BEN.EG_GWH.SOLARENERGY.A","OBS_VALUE","BEN","Benin","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","3.894","4.083","5.599","6.921","8.405","11.41",""
"IMF.STA:RE(2.0.1)","BES.EIC_MW.WINDENERGY.A","OBS_VALUE","BES","Bonaire, Saint Eustatius and Saba","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","11.13","11.13","11.13","11.13","11.13","11.13","11.13"
"IMF.STA:RE(2.0.1)","AUT.EG_GWH.SOLARENERGY.A","OBS_VALUE","AUT","Austria","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","1268.971","1455.132","1702.093","2042.934","2782.602","3791.704",""
"IMF.STA:RE(2.0.1)","BEL.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BEL","Belgium","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","7265.3","7013.3","6983.2","6974.4","6969.6","7095.7","7083.7"
"IMF.STA:RE(2.0.1)","BGD.EG_GWH.FOSSILFUELS.A","OBS_VALUE","BGD","Bangladesh","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","67757.497","74756.212","79440.922","83963.715","90056.148","92319.684",""
"IMF.STA:RE(2.0.1)","BLR.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BLR","Belarus, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","9883","9807","9820","9800","9680","9719.8","9719.8"
"IMF.STA:RE(2.0.1)","AZE.EIC_MW.HYDROPOWER.A","OBS_VALUE","AZE","Azerbaijan, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","1106.4","1130.8","1144.8","1149.4","1157.2","1164.7","1301.8"
"IMF.STA:RE(2.0.1)","BTN.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BTN","Bhutan","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","8.93","8.93","6.8","8.32","8.32","8.32","8.32"
"IMF.STA:RE(2.0.1)","BHS.EG_GWH.SOLARENERGY.A","OBS_VALUE","BHS","Bahamas, The","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","3.417","3.503","4.659","6.067","10.364","18.215",""
"IMF.STA:RE(2.0.1)","BHR.EG_GWH.SOLARENERGY.A","OBS_VALUE","BHR","Bahrain, Kingdom of","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","11","11","18","18","39","83",""
"IMF.STA:RE(2.0.1)","AUT.EG_GWH.HYDROPOWER.A","OBS_VALUE","AUT","Austria","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","38293.75","37637.911","40825.97","41998.03","38751.331","34705.356",""
"IMF.STA:RE(2.0.1)","BEN.EIC_MW.FOSSILFUELS.A","OBS_VALUE","BEN","Benin","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","200","174","301","301","301","301","301"
"IMF.STA:RE(2.0.1)","BES.EG_GWH.WINDENERGY.A","OBS_VALUE","BES","Bonaire, Saint Eustatius and Saba","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","31.059","36.659","32.059","24.959","28.759","29.359",""
"IMF.STA:RE(2.0.1)","BRB.EG_GWH.SOLARENERGY.A","OBS_VALUE","BRB","Barbados","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","24.347","26.14","39.204","63.997","87.863","108.37",""
"IMF.STA:RE(2.0.1)","BLZ.EG_GWH.SOLARENERGY.A","OBS_VALUE","BLZ","Belize","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","0.604","1.169","9.435","9.769","6.751","7.58",""
"IMF.STA:RE(2.0.1)","BEN.EG_GWH.HYDROPOWER.A","OBS_VALUE","BEN","Benin","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0.072","0.072","0.072","0.072","0.072","0.072",""
"IMF.STA:RE(2.0.1)","AUT.EIC_MW.SOLARENERGY.A","OBS_VALUE","AUT","Austria","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","1268.971","1455.132","1702.093","2042.934","2782.602","3791.704","6831.704"
"IMF.STA:RE(2.0.1)","BEL.EG_GWH.FOSSILFUELS.A","OBS_VALUE","BEL","Belgium","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","25615.1","26486.2","28115.4","28774.1","24725.6","24552.3",""
"IMF.STA:RE(2.0.1)","BGD.EIC_MW.BIOENERGY.A","OBS_VALUE","BGD","Bangladesh","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","45.05","45.05","45.05","45.35","45.35","45.35","45.35"
"IMF.STA:RE(2.0.1)","BLR.EG_GWH.FOSSILFUELS.A","OBS_VALUE","BLR","Belarus, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","33729","38180","39420","36849","36849","30339.7",""
"IMF.STA:RE(2.0.1)","BLZ.EG_GWH.WINDENERGY.A","OBS_VALUE","BLZ","Belize","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","0.025","0.025","0.025","0.025","0.025","0.025",""
"IMF.STA:RE(2.0.1)","BRB.EIC_MW.WINDENERGY.A","OBS_VALUE","BRB","Barbados","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","0.06","0.06","0.06","0.06","0.06","1.16","1.16"
"IMF.STA:RE(2.0.1)","BWA.EG_GWH.FOSSILFUELS.A","OBS_VALUE","BWA","Botswana","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","3105.5","3531.5","3325.5","2273.5","2501.5","2639.5",""
"IMF.STA:RE(2.0.1)","BTN.EG_GWH.WINDENERGY.A","OBS_VALUE","BTN","Bhutan","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","1.11","1.135","","1.11","0.389","0.428",""
"IMF.STA:RE(2.0.1)","BIH.EG_GWH.SOLARENERGY.A","OBS_VALUE","BIH","Bosnia and Herzegovina","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","21","21","30","45","72","114",""
"IMF.STA:RE(2.0.1)","BLR.EIC_MW.WINDENERGY.A","OBS_VALUE","BLR","Belarus, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","84","92","112","112","111.7","120","122"
"IMF.STA:RE(2.0.1)","AZE.EG_GWH.SOLARENERGY.A","OBS_VALUE","AZE","Azerbaijan, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","37.2","39.3","44.2","47","55.2","60.9",""
"IMF.STA:RE(2.0.1)","BEL.EIC_MW.SOLARENERGY.A","OBS_VALUE","BEL","Belgium","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","3620.6","4000","4636.6","5572.8","6012.4","6756.1","8549.1"
"IMF.STA:RE(2.0.1)","BEL.EG_GWH.BIOENERGY.A","OBS_VALUE","BEL","Belgium","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","5711.6","5418.9","5173.6","5268.6","4690.9","4935.8",""
"IMF.STA:RE(2.0.1)","BLR.EIC_MW.SOLARENERGY.A","OBS_VALUE","BLR","Belarus, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","80","154","154","160.3","163.4","272.5","272.7"
"IMF.STA:RE(2.0.1)","BOL.EG_GWH.BIOENERGY.A","OBS_VALUE","BOL","Bolivia","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","166.359","168.46","216.974","326.619","454.798","527.654",""
"IMF.STA:RE(2.0.1)","AZE.EIC_MW.BIOENERGY.A","OBS_VALUE","AZE","Azerbaijan, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","43.05","45.05","45.05","45.05","44.7","44.7","37.7"
